party,eligible,current_share,current_allocation_m,baseline_share,baseline_allocation_m,share_delta,allocation_delta_m,allocation_delta_pct
Guinea-Bissau,True,0.00863034295174476,8.63034295174476,0.008525149190110827,8.525149190110827,0.00010519376163393296,0.10519376163393268,1.2339228239660303
Liberia,True,0.007904707134972759,7.904707134972759,0.008525149190110827,8.525149190110827,-0.0006204420551380683,-0.620442055138068,-7.277785306769538
Mali,True,0.007577358128842641,7.577358128842641,0.007388462631429384,7.388462631429383,0.00018889549741325697,0.18889549741325773,2.5566279053740537
Mauritania,True,0.007456231918558012,7.456231918558012,0.007388462631429384,7.388462631429383,6.776928712862781e-05,0.06776928712862862,0.9172312361755542
Niger,True,0.007607088352286295,7.607088352286295,0.007388462631429384,7.388462631429383,0.00021862572085691156,0.21862572085691223,2.9590150449825927
Nigeria,True,0.005549504643415492,5.549504643415492,0.005399261153736857,5.399261153736858,0.00015024348967863487,0.1502434896786342,2.7826675798900724
Senegal,True,0.0069204550666171795,6.92045506661718,0.007388462631429384,7.388462631429383,-0.00046800756481220427,-0.4680075648122033,-6.334302386823628
Sierra Leone,True,0.00788927631162445,7.88927631162445,0.008525149190110827,8.525149190110827,-0.0006358728784863765,-0.635872878486377,-7.458788864645201
Togo,True,0.006832152915111987,6.832152915111987,0.007388462631429384,7.388462631429383,-0.0005563097163173965,-0.5563097163173962,-7.529438045080451
Antigua and Barbuda,True,0.0075668976479036,7.5668976479036,0.007388462631429384,7.388462631429383,0.00017843501647421631,0.178435016474217,2.415049319126037
Barbados,True,0.0075668912556818325,7.566891255681832,0.007388462631429384,7.388462631429383,0.00017842862425244879,0.1784286242524491,2.4149628028629553
Cuba,True,0.00580290229262205,5.802902292622051,0.005399261153736857,5.399261153736858,0.000403641138885193,0.4036411388851926,7.4758587775631185
Dominica,True,0.00861284744076534,8.61284744076534,0.008525149190110827,8.525149190110827,8.769825065451341e-05,0.08769825065451187,1.0287004801774242
Dominican Republic,True,0.006551673999421436,6.551673999421436,0.006251776072747941,6.2517760727479414,0.00029989792667349524,0.2998979266734949,4.797003654381947
Grenada,True,0.008612585359672846,8.612585359672845,0.008525149190110827,8.525149190110827,8.74361695620187e-05,0.08743616956201805,1.0256262689624718
Haiti,True,0.007584233353338817,7.584233353338816,0.007388462631429384,7.388462631429383,0.0001957707219094329,0.19577072190943312,2.6496814246126736
Jamaica,True,0.007573539166320706,7.573539166320706,0.007388462631429384,7.388462631429383,0.00018507653489132237,0.1850765348913228,2.504939716471404
Saint Kitts and Nevis,True,0.0086125342218987,8.6125342218987,0.008525149190110827,8.525149190110827,8.738503178787327e-05,0.08738503178787305,1.0250264228717507
Trinidad and Tobago,True,0.006524143965925934,6.524143965925934,0.006251776072747941,6.2517760727479414,0.0002723678931779933,0.2723678931779929,4.356648254969804
Belize,True,0.008626948681985875,8.626948681985875,0.008525149190110827,8.525149190110827,0.00010179949187504728,0.10179949187504711,1.1941080396943025
Costa Rica,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,True,0.005764878670431707,5.764878670431707,0.006251776072747941,6.2517760727479414,-0.00048689740231623417,-0.48689740231623446,-7.788145267049221
Guatemala,True,0.005820133035395575,5.820133035395576,0.006251776072747941,6.2517760727479414,-0.0004316430373523658,-0.43164303735236587,-6.904326583831705
Honduras,True,0.006868908190278837,6.8689081902788365,0.007388462631429384,7.388462631429383,-0.0005195544411505468,-0.5195544411505466,-7.031969532341437
Mexico,True,0.005164184578070044,5.164184578070044,0.004262574595055414,4.262574595055414,0.00090160998301463,0.9016099830146302,21.151770201523224
Nicaragua,True,0.006874309617672921,6.874309617672921,0.007388462631429384,7.388462631429383,-0.0005141530137564628,-0.514153013756462,-6.958863290034577
Panama,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,True,0.0067166732005051084,6.716673200505109,0.005399261153736857,5.399261153736858,0.0013174120467682512,1.3174120467682506,24.399857855670913
Brazil,True,0.009264277072373543,9.264277072373543,0.004262574595055414,4.262574595055414,0.005001702477318129,5.00170247731813,117.33994011788332
Chile,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,True,0.00567653726661389,5.676537266613891,0.005399261153736857,5.399261153736858,0.00027727611287703315,0.2772761128770327,5.135445480075147
Ecuador,True,0.00591039120676182,5.91039120676182,0.006251776072747941,6.2517760727479414,-0.0003413848659861206,-0.3413848659861216,-5.4606061063870985
Guyana,True,0.006655830126571544,6.655830126571543,0.006251776072747941,6.2517760727479414,0.00040405405382360274,0.40405405382360193,6.463028251842068
Paraguay,True,0.006004773658789539,6.004773658789539,0.006251776072747941,6.2517760727479414,-0.0002470024139584019,-0.24700241395840283,-3.950915885089179
Peru,True,0.005785524647760809,5.785524647760808,0.005399261153736857,5.399261153736858,0.0003862634940239515,0.3862634940239502,7.15400650247516
Suriname,True,0.007669216414005337,7.669216414005337,0.007388462631429384,7.388462631429383,0.0002807537825759536,0.28075378257595407,3.7998944649414708
Uruguay,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,True,0.00669302837218473,6.69302837218473,0.005399261153736857,5.399261153736858,0.001293767218447873,1.2937672184478721,23.961930745884533
Kyrgyzstan,True,0.006919988434428105,6.919988434428105,0.007388462631429384,7.388462631429383,-0.000468474197001279,-0.468474197001278,-6.3406180740288365
Tajikistan,True,0.006886103266835154,6.886103266835154,0.007388462631429384,7.388462631429383,-0.0005023593645942298,-0.5023593645942288,-6.799240784642659
Turkmenistan,True,0.0060520236644786675,6.052023664478667,0.006251776072747941,6.2517760727479414,-0.0001997524082692735,-0.19975240826927454,-3.1951305668162586
Uzbekistan,True,0.006033307239141531,6.033307239141531,0.006251776072747941,6.2517760727479414,-0.0002184688336064099,-0.21846883360641023,-3.494508297549806
China,True,0.008092655300568005,8.092655300568005,0.0022733731173628876,2.2733731173628877,0.005819282183205118,5.819282183205117,255.97567503373503
Japan,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,True,0.007793613246687299,7.793613246687299,0.007388462631429384,7.388462631429383,0.0004051506152579149,0.4051506152579156,5.483557750356174
Brunei Darussalam,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,True,0.006910221119566375,6.910221119566375,0.007388462631429384,7.388462631429383,-0.0004782415118630085,-0.4782415118630077,-6.472814924022785
Indonesia,True,0.006177083688714,6.177083688713999,0.005399261153736857,5.399261153736858,0.0007778225349771425,0.7778225349771413,14.406092108339788
Malaysia,True,0.0051773367076304,5.1773367076304,0.005399261153736857,5.399261153736858,-0.0002219244461064574,-0.221924446106458,-4.110274346571714
Myanmar,True,0.007214586759056726,7.214586759056726,0.007388462631429384,7.388462631429383,-0.00017387587237265804,-0.17387587237265745,-2.3533430572283907
Philippines,True,0.005157917137898767,5.1579171378987665,0.005399261153736857,5.399261153736858,-0.0002413440158380905,-0.2413440158380915,-4.469945219653916
Singapore,True,0.005737009992191631,5.7370099921916315,0.005399261153736857,5.399261153736858,0.00033774883845477405,0.33774883845477355,6.255464013275515
Thailand,True,0.005293892479350804,5.293892479350804,0.005399261153736857,5.399261153736858,-0.00010536867438605286,-0.10536867438605402,-1.9515387640238107
Timor-Leste,True,0.008621873257901964,8.621873257901965,0.008525149190110827,8.525149190110827,9.672406779113671e-05,0.09672406779113807,1.1345733151900494
Afghanistan,True,0.007214305501298927,7.214305501298926,0.007388462631429384,7.388462631429383,-0.00017415713013045706,-0.17415713013045675,-2.3571497728041435
Bangladesh,True,0.0068804717194574155,6.880471719457415,0.007388462631429384,7.388462631429383,-0.0005079909119719683,-0.5079909119719677,-6.875461612420593
Bhutan,True,0.007867517188725677,7.867517188725676,0.008525149190110827,8.525149190110827,-0.0006576320013851507,-0.6576320013851511,-7.714023376247822
India,True,0.0058220976113348725,5.822097611334873,0.004262574595055414,4.262574595055414,0.0015595230162794588,1.559523016279459,36.58640996191611
Iran (Islamic Republic of),True,0.006004458243319865,6.004458243319865,0.005399261153736857,5.399261153736858,0.0006051970895830077,0.6051970895830072,11.208887148645273
Maldives,True,0.007566806878354493,7.566806878354493,0.007388462631429384,7.388462631429383,0.00017834424692510925,0.17834424692510975,2.4138207881902356
Nepal,True,0.006889018119961429,6.889018119961429,0.007388462631429384,7.388462631429383,-0.0004994445114679547,-0.49944451146795377,-6.759789368675882
Pakistan,True,0.005460083853100875,5.460083853100874,0.005399261153736857,5.399261153736858,6.0822699364017525e-05,0.06082269936401641,1.126500416115651
Sri Lanka,True,0.005791176270785866,5.791176270785867,0.006251776072747941,6.2517760727479414,-0.0004605998019620748,-0.46059980196207473,-7.3675031959297295
Armenia,True,0.0068154113283367896,6.815411328336789,0.007388462631429384,7.388462631429383,-0.0005730513030925942,-0.5730513030925941,-7.756028983010918
Azerbaijan,True,0.005804465699841846,5.804465699841845,0.006251776072747941,6.2517760727479414,-0.00044731037290609513,-0.4473103729060961,-7.15493273752978
Bahrain,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,True,0.006841805169981891,6.841805169981892,0.007388462631429384,7.388462631429383,-0.0005466574614474929,-0.5466574614474915,-7.39879848782201
Iraq,True,0.005244825785058502,5.244825785058502,0.005399261153736857,5.399261153736858,-0.00015443536867835485,-0.15443536867835572,-2.8603055914691247
Israel,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,True,0.005808393080896195,5.808393080896195,0.006251776072747941,6.2517760727479414,-0.0004433829918517457,-0.44338299185174623,-7.092112492392248
Kuwait,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon,True,0.00575817322979692,5.75817322979692,0.006251776072747941,6.2517760727479414,-0.0004936028429510207,-0.4936028429510211,-7.895401837930194
Oman,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,True,0.006914765989243528,6.914765989243528,0.007388462631429384,7.388462631429383,-0.0004736966421858557,-0.47369664218585505,-6.411301860969323
Türkiye,True,0.0054592848253798565,5.459284825379857,0.005399261153736857,5.399261153736858,6.0023671642999224e-05,0.060023671642999155,1.1117015816406
United Arab Emirates,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,True,0.005881385222044497,5.881385222044496,0.006251776072747941,6.2517760727479414,-0.0003703908507034443,-0.370390850703445,-5.924570016479194
Republic of Moldova,True,0.006818435207197542,6.818435207197543,0.007388462631429384,7.388462631429383,-0.0005700274242318414,-0.5700274242318404,-7.7151019456609475
Russian Federation,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukraine,True,0.00612199931617458,6.12199931617458,0.006251776072747941,6.2517760727479414,-0.0001297767565733611,-0.12977675657336185,-2.0758382108257285
Iceland,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,True,0.006814900308559757,6.814900308559758,0.007388462631429384,7.388462631429383,-0.0005735623228696266,-0.5735623228696252,-7.762945439146965
Andorra,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,True,0.005784362162381021,5.784362162381021,0.006251776072747941,6.2517760727479414,-0.0004674139103669197,-0.46741391036692015,-7.476497957187235
Montenegro,True,0.0068059831591931914,6.805983159193191,0.007388462631429384,7.388462631429383,-0.0005824794722361923,-0.5824794722361917,-7.88363562615061
North Macedonia,True,0.006813506804214301,6.813506804214301,0.007388462631429384,7.388462631429383,-0.0005749558272150831,-0.5749558272150823,-7.781805984499518
San Marino,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,True,0.0058053861797764585,5.805386179776458,0.006251776072747941,6.2517760727479414,-0.0004463898929714825,-0.44638989297148335,-7.140209242575679
Liechtenstein,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,True,0.007578294979316207,7.578294979316207,0.007388462631429384,7.388462631429383,0.00018983234788682354,0.18983234788682424,2.5693078162066714
Papua New Guinea,True,0.007856094545138135,7.856094545138135,0.007388462631429384,7.388462631429383,0.0004676319137087515,0.4676319137087521,6.329218093619611
Solomon Islands,True,0.008630259852861774,8.630259852861773,0.008525149190110827,8.525149190110827,0.00010511066275094641,0.1051106627509455,1.2329480740685905
Vanuatu,True,0.008620160142468102,8.620160142468102,0.008525149190110827,8.525149190110827,9.501095235727418e-05,0.09501095235727419,1.1144784711508262
Kiribati,True,0.00861288579409595,8.61288579409595,0.008525149190110827,8.525149190110827,8.773660398512205e-05,0.08773660398512284,1.0291503647454907
Marshall Islands,True,0.008612483084124555,8.612483084124555,0.008525149190110827,8.525149190110827,8.733389401372783e-05,0.08733389401372804,1.0244265767810299
Micronesia (Federated States of),True,0.0086128154796565,8.612815479656499,0.008525149190110827,8.525149190110827,8.76662895456723e-05,0.08766628954567146,1.0283255763707262
Nauru,True,0.008612380808576266,8.612380808576265,0.008525149190110827,8.525149190110827,8.72316184654387e-05,0.08723161846543803,1.023226884599588
Palau,True,0.008612662066334063,8.612662066334064,0.008525149190110827,8.525149190110827,8.751287622323599e-05,0.08751287622323645,1.0265260380985635
Samoa,True,0.008614145061784274,8.614145061784274,0.008525149190110827,8.525149190110827,8.899587167344666e-05,0.08899587167344691,1.0439215747295323
Tonga,True,0.008612828264100036,8.612828264100036,0.008525149190110827,8.525149190110827,8.767907398920909e-05,0.08767907398920904,1.028475537893422
Tuvalu,True,0.008612387200798034,8.612387200798032,0.008525149190110827,8.525149190110827,8.723801068720623e-05,0.08723801068720505,1.0233018653609152
Republic of Korea,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands (Kingdom of the),False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Republic of Tanzania,True,0.007363608625137552,7.363608625137552,0.007388462631429384,7.388462631429383,-2.4854006291832008e-05,-0.024854006291831432,-0.3363894159267493
Sao Tome and Principe,True,0.008612981677422471,8.612981677422471,0.008525149190110827,8.525149190110827,8.783248731164366e-05,0.08783248731164406,1.0302750761655848
Bahamas,True,0.00652726337014879,6.52726337014879,0.006251776072747941,6.2517760727479414,0.0002754872974008492,0.2754872974008489,4.406544543425396
Saint Lucia,True,0.007567006315673659,7.56700631567366,0.007388462631429384,7.388462631429383,0.00017854368424427558,0.1785436842442767,2.4165200955984987
Saint Vincent and the Grenadines,True,0.008612617320781687,8.612617320781688,0.008525149190110827,8.525149190110827,8.746813067085982e-05,0.08746813067086023,1.0260011727691905
Bolivia (Plurinational State of),True,0.00644410337107154,6.444103371071541,0.006251776072747941,6.2517760727479414,0.00019232729832359928,0.1923272983235993,3.076362558185208
Venezuela (Bolivarian Republic of),True,0.006315459907987569,6.315459907987568,0.006251776072747941,6.2517760727479414,6.36838352396276e-05,0.06368383523962695,1.0186518918556688
Democratic People's Republic of Korea,True,0.006874354363225298,6.874354363225298,0.007388462631429384,7.388462631429383,-0.0005141082682040858,-0.514108268204085,-6.95825767619298
Lao People's Democratic Republic,True,0.00694491809932388,6.94491809932388,0.007388462631429384,7.388462631429383,-0.00044354453210550347,-0.44354453210550293,-6.003204647997173
Viet Nam,True,0.005167671029094783,5.167671029094784,0.005399261153736857,5.399261153736858,-0.00023159012464207384,-0.23159012464207418,-4.2892928874497835
Yemen,True,0.007134875753607924,7.134875753607924,0.007388462631429384,7.388462631429383,-0.0002535868778214597,-0.2535868778214594,-3.432200857898906
Slovakia,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State of Palestine,True,0.007846985372406386,7.846985372406386,0.008525149190110827,8.525149190110827,-0.0006781638177044413,-0.6781638177044416,-7.954861581673099
United Kingdom of Great Britain and Northern Ireland,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,True,0.008612518880566458,8.612518880566457,0.008525149190110827,8.525149190110827,8.73696904556305e-05,0.08736969045562937,1.0248464690445325
Niue,True,0.0086125342218987,8.6125342218987,0.008525149190110827,8.525149190110827,8.738503178787327e-05,0.08738503178787305,1.0250264228717507
United States of America,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
European Union,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
